X,Y,id,addr:city,addr:postcode,name,name:en,name:he
"34.6043706","31.6998751",node/2374829570,,"7928900",,,
"34.6040475","31.6997323",node/2374829571,,"7928900",,,
"34.6046248","31.7001799",node/2374829572,,"7928900",,,
"34.605736","31.7011691",node/2374829573,,"7928900",,,
"34.6038882","31.6996349",node/2374829574,,"7928900",,,
"34.6047796","31.7002161",node/2374829575,,"7928900",,,
"34.6037529","31.6995641",node/2374829576,,"7928900",,,
"34.6049478","31.7002501",node/2374829577,,"7928900",,,
"34.604412","31.7014684",node/2374829578,,"7928900",,,
"34.6051189","31.7002775",node/2374829579,,"7928900",,,
"34.603462","31.6995257",node/2374829580,,"7928900",,,
"34.6061184","31.7009493",node/2374829581,,"7928900",,,
"34.6030182","31.700937",node/2374829582,,"7928900",,,
"34.6038372","31.7003653",node/2374829583,,"7928900",,,
"34.6031672","31.7010182",node/2374829584,,"7928900",,,
"34.60361","31.6995222",node/2374829585,,"7928900",,,
"34.6052848","31.7002914",node/2374829586,,"7928900",,,
"34.6026184","31.7006809",node/2374829587,,"7928900",,,
"34.6032017","31.6996422",node/2374829588,,"7928900",,,
"34.6054376","31.7003098",node/2374829589,,"7928900",,,
"34.6033259","31.6995664",node/2374829590,,"7928900",,,
"34.6057468","31.7013391",node/2374829591,,"7928900",,,
"34.6034759","31.7009356",node/2374829592,,"7928900",,,
"34.6057453","31.7005933",node/2374829593,,"7928900",,,
"34.6050876","31.7015712",node/2374829594,,"7928900",,,
"34.6047237","31.7006586",node/2374829595,,"7928900",,,
"34.6059327","31.7007257",node/2374829596,,"7928900",,,
"34.6027533","31.700081",node/2374829597,,"7928900",,,
"34.6029889","31.6998624",node/2374829598,,"7928900",,,
"34.6057652","31.7015946",node/2374829599,,"7928900",,,
"34.6059458","31.7015907",node/2374829600,,"7928900",,,
"34.605464","31.7007238",node/2374829601,,"7928900",,,
"34.6057274","31.7003282",node/2374829602,,"7928900",,,
"34.6056036","31.7015917",node/2374829603,,"7928900",,,
"34.6033325","31.7003456",node/2374829604,,"7928900",,,
"34.6032004","31.7002555",node/2374829605,,"7928900",,,
"34.6052704","31.7007358",node/2374829606,,"7928900",,,
"34.6031015","31.6997513",node/2374829607,,"7928900",,,
"34.6033164","31.7008599",node/2374829608,,"7928900",,,
"34.6050885","31.7007163",node/2374829609,,"7928900",,,
"34.6030113","31.7006856",node/2374829610,,"7928900",,,
"34.6027437","31.7004825",node/2374829611,,"7928900",,,
"34.6026423","31.7002031",node/2374829612,,"7928900",,,
"34.6049565","31.7013559",node/2374829613,,"7928900",,,
"34.6049144","31.7006926",node/2374829614,,"7928900",,,
"34.6034727","31.7004196",node/2374829615,,"7928900",,,
"34.6034691","31.7011537",node/2374829616,,"7928900",,,
"34.6028776","31.7008533",node/2374829617,,"7928900",,,
"34.6031603","31.7007756",node/2374829618,,"7928900",,,
"34.6033166","31.7010921",node/2374829619,,"7928900",,,
"34.6025267","31.7002937",node/2374829620,,"7928900",,,
"34.6057362","31.7010091",node/2374829621,,"7928900",,,
"34.6028656","31.7005898",node/2374829622,,"7928900",,,
"34.6039975","31.70044",node/2374829623,,"7928900",,,
"34.6036272","31.7012251",node/2374829624,,"7928900",,,
"34.6036181","31.7004958",node/2374829625,,"7928900",,,
"34.6057233","31.7000357",node/2374829626,,"7928900",,,
"34.6037691","31.7005651",node/2374829627,,"7928900",,,
"34.605434","31.7015887",node/2374829628,,"7928900",,,
"34.6036793","31.7002906",node/2374829629,,"7928900",,,
"34.6022226","31.7003993",node/2374829630,,"7928900",,,
"34.6053059","31.7013818",node/2374829631,,"7928900",,,
"34.6033498","31.7001102",node/2374829632,,"7928900",,,
"34.6039229","31.7006345",node/2374829634,,"7928900",,,
"34.6049216","31.7015523",node/2374829636,,"7928900",,,
"34.6040878","31.7006902",node/2374829637,,"7928900",,,
"34.6027423","31.7007671",node/2374829638,,"7928900",,,
"34.6032263","31.7000181",node/2374829639,,"7928900",,,
"34.6045431","31.7006144",node/2374829640,,"7928900",,,
"34.6058598","31.7009433",node/2374829641,,"7928900",,,
"34.6023484","31.7004866",node/2374829642,,"7928900",,,
"34.6037853","31.7012867",node/2374829643,,"7928900",,,
"34.6046388","31.7008499",node/2374829644,,"7928900",,,
"34.6047751","31.7013258",node/2374829645,,"7928900",,,
"34.6035215","31.7002063",node/2374829646,,"7928900",,,
"34.6052593","31.7015834",node/2374829647,,"7928900",,,
"34.6030655","31.7001677",node/2374829648,,"7928900",,,
"34.6048026","31.7008843",node/2374829649,,"7928900",,,
"34.604964","31.7009066",node/2374829650,,"7928900",,,
"34.6028737","31.6999758",node/2374829651,,"7928900",,,
"34.6024769","31.7005847",node/2374829652,,"7928900",,,
"34.6051431","31.700924",node/2374829653,,"7928900",,,
"34.6040711","31.7013764",node/2374829654,,"7928900",,,
"34.6051238","31.7013688",node/2374829655,,"7928900",,,
"34.605433","31.7000926",node/2374829656,,"7928900",,,
"34.6054646","31.7009516",node/2374829657,,"7928900",,,
"34.6015956","31.6986754",node/2374860904,,"7928900",,,
"34.6003644","31.699643",node/2374860908,,"7928900",,,
"34.6024297","31.6989675",node/2374860911,,"7928900",,,
"34.6002732","31.6986251",node/2374860915,,"7928900",,,
"34.6000078","31.6991158",node/2374860918,,"7928900",,,
"34.6022619","31.6980376",node/2374860922,,"7928900",,,
"34.601735","31.6985909",node/2374860926,,"7928900",,,
"34.6007909","31.6998871",node/2374860929,,"7928900",,,
"34.6002411","31.6993304",node/2374860933,,"7928900",,,
"34.6014132","31.6982098",node/2374860936,,"7928900",,,
"34.6008794","31.6992893",node/2374860940,,"7928900",,,
"34.6015822","31.6988945",node/2374860943,,"7928900",,,
"34.6004584","31.699303",node/2374860946,,"7928900",,,
"34.601448","31.6995312",node/2374860950,,"7928900",,,
"34.6018826","31.6985019",node/2374860953,,"7928900",,,
"34.6017243","31.6988124",node/2374860957,,"7928900",,,
"34.6020328","31.6984153",node/2374860960,,"7928900",,,
"34.6006031","31.6992254",node/2374860963,,"7928900",,,
"34.6018638","31.698737",node/2374860967,,"7928900",,,
"34.6020757","31.6978447",node/2374860970,,"7928900",,,
"34.6005763","31.69868",node/2374860973,,"7928900",,,
"34.6004261","31.6987644",node/2374860974,,"7928900",,,
"34.6020059","31.6986526",node/2374860976,,"7928900",,,
"34.6008419","31.6983172",node/2374860979,,"7928900",,,
"34.600284","31.6988557",node/2374860983,,"7928900",,,
"34.600587","31.6984518",node/2374860986,,"7928900",,,
"34.6009867","31.6997502",node/2374860989,,"7928900",,,
"34.6021588","31.6985704",node/2374860992,,"7928900",,,
"34.6019416","31.6978082",node/2374860996,,"7928900",,,
"34.6004395","31.6985408",node/2374860999,,"7928900",,,
"34.6018101","31.6978037",node/2374861002,,"7928900",,,
"34.6001337","31.698931",node/2374861006,,"7928900",,,
"34.6016868","31.697834",node/2374861009,,"7928900",,,
"34.6023063","31.698486",node/2374861012,,"7928900",,,
"34.6015473","31.697904",node/2374861015,,"7928900",,,
"34.602175","31.6983217",node/2374861019,,"7928900",,,
"34.601389","31.6979926",node/2374861022,,"7928900",,,
"34.6019309","31.6979908",node/2374861025,,"7928900",,,
"34.6012576","31.6980707",node/2374861029,,"7928900",,,
"34.600976","31.6982349",node/2374861032,,"7928900",,,
"34.6005147","31.6997252",node/2374861033,,"7928900",,,
"34.6011128","31.6981528",node/2374861034,,"7928900",,,
"34.6006569","31.6998119",node/2374861035,,"7928900",,,
"34.6005549","31.6994947",node/2374861036,,"7928900",,,
"34.6021829","31.6993167",node/2374861037,,"7928900",,,
"34.602757","31.6988762",node/2374861038,,"7928900",,,
"34.6007319","31.6993761",node/2374861039,,"7928900",,,
"34.602765","31.6987575",node/2374861040,,"7928900",,,
"34.6010269","31.6992048",node/2374861041,,"7928900",,,
"34.6024807","31.6991432",node/2374861042,,"7928900",,,
"34.6026068","31.6990725",node/2374861043,,"7928900",,,
"34.5998092","31.6989767",node/2374861044,,"7928900",,,
"34.5997743","31.6990862",node/2374861045,,"7928900",,,
"34.6027033","31.698979",node/2374861046,,"7928900",,,
"34.600925","31.6999237",node/2374861047,,"7928900",,,
"34.6010645","31.6999192",node/2374861048,,"7928900",,,
"34.5997931","31.6992163",node/2374861049,,"7928900",,,
"34.5998575","31.6993166",node/2374861050,,"7928900",,,
"34.6011906","31.6998849",node/2374861051,,"7928900",,,
"34.6013194","31.6998141",node/2374861052,,"7928900",,,
"34.6026953","31.6985932",node/2374861053,,"7928900",,,
"34.5999782","31.6994057",node/2374861056,,"7928900",,,
"34.6001177","31.6994855",node/2374861059,,"7928900",,,
"34.6014695","31.6997229",node/2374861063,,"7928900",,,
"34.600756","31.6991318",node/2374861065,,"7928900",,,
"34.6023251","31.6992368",node/2374861066,,"7928900",,,
"34.6008902","31.6990587",node/2374861067,,"7928900",,,
"34.600131","31.69871",node/2374861068,,"7928900",,,
"34.6010431","31.6989698",node/2374861069,,"7928900",,,
"34.5999969","31.6987872",node/2374861070,,"7928900",,,
"34.5998736","31.6988625",node/2374861071,,"7928900",,,
"34.6014534","31.698753",node/2374861072,,"7928900",,,
"34.6012737","31.6982851",node/2374861073,,"7928900",,,
"34.6017511","31.6995677",node/2374861074,,"7928900",,,
"34.601896","31.6994833",node/2374861075,,"7928900",,,
"34.6020435","31.6993989",node/2374861076,,"7928900",,,
"34.6012952","31.6996179",node/2374861077,,"7928900",,,
"34.6017028","31.6980524",node/2374861078,,"7928900",,,
"34.6022822","31.6990542",node/2374861079,,"7928900",,,
"34.6025638","31.6988352",node/2374861080,,"7928900",,,
"34.6021347","31.6991364",node/2374861081,,"7928900",,,
"34.601845","31.6993075",node/2374861082,,"7928900",,,
"34.6015554","31.69813",node/2374861083,,"7928900",,,
"34.6019925","31.6992209",node/2374861084,,"7928900",,,
"34.6011476","31.6996977",node/2374861085,,"7928900",,,
"34.6011127","31.6983787",node/2374861086,,"7928900",,,
"34.6007239","31.6986001",node/2374861087,,"7928900",,,
"34.6032097","31.6969508",node/2374896651,,"7928900",,,
"34.6044953","31.6974866",node/2374896652,,"7928900",,,
"34.6036155","31.6967279",node/2374896654,,"7928900",,,
"34.6036359","31.6974896",node/2374896661,,"7928900",,,
"34.6049912","31.6981366",node/2374896665,,"7928900",,,
"34.6045566","31.6979377",node/2374896669,,"7928900",,,
"34.6048926","31.6971707",node/2374896672,,"7928900",,,
"34.6046218","31.6982107",node/2374896676,,"7928900",,,
"34.6037864","31.6966755",node/2374896680,,"7928900",,,
"34.604666","31.6976904",node/2374896683,,"7928900",,,
"34.6044151","31.6974036",node/2374896687,,"7928900",,,
"34.6044482","31.6982527",node/2374896690,,"7928900",,,
"34.6053111","31.6978135",node/2374896692,,"7928900",,,
"34.6038884","31.6984441",node/2374896693,,"7928900",,,
"34.6047631","31.6970603",node/2374896694,,"7928900",,,
"34.605093","31.6970661",node/2374896695,,"7928900",,,
"34.6049869","31.6969598",node/2374896696,,"7928900",,,
"34.6034915","31.6967833",node/2374896697,,"7928900",,,
"34.6044264","31.6968882",node/2374896698,,"7928900",,,
"34.6039313","31.6966523",node/2374896699,,"7928900",,,
"34.6053748","31.6974422",node/2374896700,,"7928900",,,
"34.6053042","31.6973264",node/2374896701,,"7928900",,,
"34.6047363","31.6978084",node/2374896702,,"7928900",,,
"34.6038062","31.696878",node/2374896703,,"7928900",,,
"34.6052657","31.6976935",node/2374896704,,"7928900",,,
"34.6045806","31.6967182",node/2374896705,,"7928900",,,
"34.6058843","31.698047",node/2374896706,,"7928900",,,
"34.6030968","31.6972819",node/2374896707,,"7928900",,,
"34.6036681","31.6984158",node/2374896708,,"7928900",,,
"34.6037387","31.6974215",node/2374896709,,"7928900",,,
"34.604593","31.6969528",node/2374896710,,"7928900",,,
"34.6028817","31.6969684",node/2374896711,,"7928900",,,
"34.6047428","31.6967939",node/2374896712,,"7928900",,,
"34.6047967","31.6979295",node/2374896713,,"7928900",,,
"34.6055095","31.6980683",node/2374896714,,"7928900",,,
"34.6057103","31.6980514",node/2374896715,,"7928900",,,
"34.6038948","31.6973336",node/2374896716,,"7928900",,,
"34.6049353","31.6979531",node/2374896717,,"7928900",,,
"34.6037817","31.6981281",node/2374896718,,"7928900",,,
"34.6034724","31.6970403",node/2374896720,,"7928900",,,
"34.6042805","31.6983048",node/2374896721,,"7928900",,,
"34.6040097","31.697297",node/2374896722,,"7928900",,,
"34.6040449","31.6983817",node/2374896723,,"7928900",,,
"34.604024","31.6968469",node/2374896724,,"7928900",,,
"34.6053427","31.6980828",node/2374896725,,"7928900",,,
"34.6042514","31.6966509",node/2374896726,,"7928900",,,
"34.6048593","31.6968653",node/2374896727,,"7928900",,,
"34.6041078","31.6981391",node/2374896728,,"7928900",,,
"34.6052507","31.6978939",node/2374896730,,"7928900",,,
"34.6044779","31.6980361",node/2374896732,,"7928900",,,
"34.6051726","31.6975303",node/2374896733,,"7928900",,,
"34.6035828","31.6978888",node/2374896734,,"7928900",,,
"34.6044799","31.6978162",node/2374896735,,"7928900",,,
"34.6054603","31.6975916",node/2374896736,,"7928900",,,
"34.6055118","31.6977041",node/2374896737,,"7928900",,,
"34.6057373","31.6978633",node/2374896738,,"7928900",,,
"34.6051023","31.6974192",node/2374896739,,"7928900",,,
"34.6033412","31.6968708",node/2374896740,,"7928900",,,
"34.6055611","31.697842",node/2374896741,,"7928900",,,
"34.6044332","31.6966753",node/2374896742,,"7928900",,,
"34.604104","31.6966395",node/2374896743,,"7928900",,,
"34.6041746","31.6972949",node/2374896744,,"7928900",,,
"34.6032874","31.6975666",node/2374896745,,"7928900",,,
"34.6051602","31.6981071",node/2374896746,,"7928900",,,
"34.6036347","31.6969443",node/2374896747,,"7928900",,,
"34.6042983","31.6973235",node/2374896748,,"7928900",,,
"34.6047923","31.6981712",node/2374896749,,"7928900",,,
"34.6042065","31.6968476",node/2374896750,,"7928900",,,
"34.6029659","31.6970818",node/2374896751,,"7928900",,,
"34.6033576","31.6971099",node/2374896752,,"7928900",,,
"34.6040012","31.6980226",node/2374896753,,"7928900",,,
"34.6093918","31.6972397",node/2374927777,,"7928900",,,
"34.6094038","31.697388",node/2374927781,,"7928900",,,
"34.6103825","31.6977371",node/2374927785,,"7928900",,,
"34.6088633","31.6978576",node/2374927789,,"7928900",,,
"34.6101457","31.6972776",node/2374927793,,"7928900",,,
"34.6091181","31.6987775",node/2374927794,,"7928900",,,
"34.6104091","31.6974302",node/2374927795,,"7928900",,,
"34.6088075","31.6981482",node/2374927796,,"7928900",,,
"34.6091967","31.6969979",node/2374927797,,"7928900",,,
"34.609387","31.697675",node/2374927798,,"7928900",,,
"34.6094766","31.6985205",node/2374927799,,"7928900",,,
"34.608769","31.6982896",node/2374927802,,"7928900",,,
"34.6086597","31.6972093",node/2374927805,,"7928900",,,
"34.6104042","31.6972857",node/2374927808,,"7928900",,,
"34.6103403","31.6981707",node/2374927813,,"7928900",,,
"34.6103712","31.697879",node/2374927819,,"7928900",,,
"34.6089202","31.6972172",node/2374927822,,"7928900",,,
"34.6103558","31.6980317",node/2374927826,,"7928900",,,
"34.6101167","31.6988944",node/2374927830,,"7928900",,,
"34.6093786","31.6978207",node/2374927833,,"7928900",,,
"34.6093639","31.6970053",node/2374927837,,"7928900",,,
"34.6099279","31.6992964",node/2374927840,,"7928900",,,
"34.6085886","31.6980816",node/2374927844,,"7928900",,,
"34.6098516","31.697031",node/2374927848,,"7928900",,,
"34.6096959","31.6970198",node/2374927853,,"7928900",,,
"34.6099969","31.6991734",node/2374927856,,"7928900",,,
"34.6100351","31.697037",node/2374927860,,"7928900",,,
"34.6093497","31.6979806",node/2374927863,,"7928900",,,
"34.6101778","31.6987426",node/2374927867,,"7928900",,,
"34.6103888","31.6970569",node/2374927871,,"7928900",,,
"34.6102028","31.6970456",node/2374927873,,"7928900",,,
"34.6105621","31.6970628",node/2374927874,,"7928900",,,
"34.6086378","31.6977697",node/2374927875,,"7928900",,,
"34.6102184","31.6986176",node/2374927876,,"7928900",,,
"34.6100689","31.6990175",node/2374927877,,"7928900",,,
"34.6089154","31.6973655",node/2374927878,,"7928900",,,
"34.608652","31.6976064",node/2374927879,,"7928900",,,
"34.6085114","31.6969651",node/2374927880,,"7928900",,,
"34.6084972","31.698369",node/2374927881,,"7928900",,,
"34.6086586","31.6973402",node/2374927882,,"7928900",,,
"34.6093292","31.6981063",node/2374927883,,"7928900",,,
"34.6102652","31.6984606",node/2374927884,,"7928900",,,
"34.6088622","31.6969833",node/2374927885,,"7928900",,,
"34.6086788","31.6969759",node/2374927886,,"7928900",,,
"34.6086111","31.6979304",node/2374927887,,"7928900",,,
"34.609721","31.6994427",node/2374927888,,"7928900",,,
"34.6084299","31.6985209",node/2374927889,,"7928900",,,
"34.6090335","31.696994",node/2374927890,,"7928900",,,
"34.6088847","31.6977219",node/2374927891,,"7928900",,,
"34.6096152","31.697943",node/2374927892,,"7928900",,,
"34.6096518","31.6974165",node/2374927893,,"7928900",,,
"34.6096396","31.6972545",node/2374927894,,"7928900",,,
"34.6092509","31.6984223",node/2374927895,,"7928900",,,
"34.6093286","31.698858",node/2374927897,,"7928900",,,
"34.6101422","31.6974152",node/2374927898,,"7928900",,,
"34.6101279","31.6979096",node/2374927901,,"7928900",,,
"34.6101","31.6980589",node/2374927904,,"7928900",,,
"34.6100442","31.6983483",node/2374927907,,"7928900",,,
"34.6100762","31.6982156",node/2374927910,,"7928900",,,
"34.6100085","31.6985061",node/2374927914,,"7928900",,,
"34.6099643","31.6986363",node/2374927920,,"7928900",,,
"34.6098185","31.6990331",node/2374927925,,"7928900",,,
"34.6092963","31.698278",node/2374927930,,"7928900",,,
"34.6095948","31.6980892",node/2374927937,,"7928900",,,
"34.6095297","31.6983656",node/2374927940,,"7928900",,,
"34.6095622","31.6982464",node/2374927944,,"7928900",,,
"34.6085451","31.6982266",node/2374927947,,"7928900",,,
"34.608646","31.6985984",node/2374927951,,"7928900",,,
"34.6088375","31.6980147",node/2374927954,,"7928900",,,
"34.6103087","31.6983241",node/2374927958,,"7928900",,,
"34.6080687","31.6993105",node/2374941899,,"7928900",,,
"34.6066357","31.7001643",node/2374941900,,"7928900",,,
"34.6077883","31.6992951",node/2374941901,,"7928900",,,
"34.60691","31.7000434",node/2374941902,,"7928900",,,
"34.6093526","31.700237",node/2374941903,,"7928900",,,
"34.6087017","31.6997507",node/2374941904,,"7928900",,,
"34.6068255","31.6998449",node/2374941905,,"7928900",,,
"34.6092348","31.7001509",node/2374941906,,"7928900",,,
"34.6076039","31.6996638",node/2374941907,,"7928900",,,
"34.6081939","31.6993611",node/2374941908,,"7928900",,,
"34.607127","31.6997036",node/2374941909,,"7928900",,,
"34.607541","31.6994339",node/2374941910,,"7928900",,,
"34.6069679","31.6997849",node/2374941911,,"7928900",,,
"34.6071992","31.6999041",node/2374941912,,"7928900",,,
"34.6067722","31.7004493",node/2374941913,,"7928900",,,
"34.608331","31.6994687",node/2374941914,,"7928900",,,
"34.6073149","31.6998344",node/2374941915,,"7928900",,,
"34.6065091","31.6999009",node/2374941916,,"7928900",,,
"34.6089616","31.6999469",node/2374941917,,"7928900",,,
"34.6090834","31.7000435",node/2374941918,,"7928900",,,
"34.6096183","31.7004381",node/2374941919,,"7928900",,,
"34.6094917","31.7003483",node/2374941920,,"7928900",,,
"34.6070386","31.6999843",node/2374941921,,"7928900",,,
"34.6079182","31.6992812",node/2374941922,,"7928900",,,
"34.6077277","31.6995692",node/2374941923,,"7928900",,,
"34.6072566","31.6996293",node/2374941924,,"7928900",,,
"34.6088316","31.699847",node/2374941925,,"7928900",,,
"34.6079052","31.6994888",node/2374941926,,"7928900",,,
"34.609882","31.7006532",node/2374941927,,"7928900",,,
"34.6076458","31.6993591",node/2374941928,,"7928900",,,
"34.6084556","31.6995618",node/2374941929,,"7928900",,,
"34.6097441","31.7005493",node/2374941930,,"7928900",,,
"34.6125158","31.7010974",node/2377062920,,"7928900",,,
"34.6112612","31.7024036",node/2377062922,,"7928900",,,
"34.6121801","31.7002948",node/2377062923,,"7928900",,,
"34.6114096","31.7009082",node/2377062924,,"7928900",,,
"34.6102399","31.7024655",node/2377062926,,"7928900",,,
"34.6102901","31.7020845",node/2377062927,,"7928900",,,
"34.6101634","31.702219",node/2377062928,,"7928900",,,
"34.6112979","31.7010227",node/2377062930,,"7928900",,,
"34.6122807","31.7013419",node/2377062931,,"7928900",,,
"34.610615","31.7017402",node/2377062932,,"7928900",,,
"34.6105215","31.7029778",node/2377062934,,"7928900",,,
"34.6123951","31.7012251",node/2377062935,,"7928900",,,
"34.6100734","31.7023168",node/2377062936,,"7928900",,,
"34.6107774","31.7031682",node/2377062937,,"7928900",,,
"34.6117977","31.7006988",node/2377062939,,"7928900",,,
"34.6115306","31.7007977",node/2377062940,,"7928900",,,
"34.6108201","31.7028646",node/2377062941,,"7928900",,,
"34.6111768","31.7011572",node/2377062943,,"7928900",,,
"34.6106636","31.7030818",node/2377062945,,"7928900",,,
"34.6105094","31.7018504",node/2377062946,,"7928900",,,
"34.6116417","31.7007315",node/2377062947,,"7928900",,,
"34.6109194","31.7027641",node/2377062948,,"7928900",,,
"34.6097306","31.7024026",node/2377062950,,"7928900",,,
"34.6116049","31.7020567",node/2377062951,,"7928900",,,
"34.6127407","31.7009323",node/2377062952,,"7928900",,,
"34.6103568","31.7023429",node/2377062954,,"7928900",,,
"34.6115198","31.7011181",node/2377062955,,"7928900",,,
"34.6121499","31.7011531",node/2377062956,,"7928900",,,
"34.6116247","31.7010057",node/2377062957,,"7928900",,,
"34.6120417","31.7012736",node/2377062958,,"7928900",,,
"34.6110466","31.7026337",node/2377062959,,"7928900",,,
"34.611933","31.70139",node/2377062960,,"7928900",,,
"34.6100018","31.7025931",node/2377062961,,"7928900",,,
"34.6098597","31.7024857",node/2377062962,,"7928900",,,
"34.6110698","31.70126",node/2377062963,,"7928900",,,
"34.6113047","31.7013381",node/2377062964,,"7928900",,,
"34.6117783","31.7009085",node/2377062965,,"7928900",,,
"34.6118281","31.7015024",node/2377062966,,"7928900",,,
"34.6117119","31.7016054",node/2377062967,,"7928900",,,
"34.6113144","31.7020307",node/2377062968,,"7928900",,,
"34.6101318","31.7026901",node/2377062969,,"7928900",,,
"34.6112152","31.7021379",node/2377062970,,"7928900",,,
"34.6111428","31.702533",node/2377062971,,"7928900",,,
"34.6104511","31.7022256",node/2377062972,,"7928900",,,
"34.6114902","31.7021671",node/2377062973,,"7928900",,,
"34.6103957","31.7028842",node/2377062974,,"7928900",,,
"34.6118278","31.7018149",node/2377062975,,"7928900",,,
"34.6110886","31.7022731",node/2377062976,,"7928900",,,
"34.6113718","31.7022935",node/2377062977,,"7928900",,,
"34.6108423","31.7015027",node/2377062978,,"7928900",,,
"34.6103876","31.7019778",node/2377062979,,"7928900",,,
"34.610567","31.7020993",node/2377062980,,"7928900",,,
"34.6109786","31.7023804",node/2377062981,,"7928900",,,
"34.6108679","31.7024937",node/2377062982,,"7928900",,,
"34.6106881","31.7019873",node/2377062983,,"7928900",,,
"34.6119332","31.7017024",node/2377062984,,"7928900",,,
"34.6107566","31.7026127",node/2377062985,,"7928900",,,
"34.6108092","31.7018659",node/2377062986,,"7928900",,,
"34.6106236","31.7027493",node/2377062987,,"7928900",,,
"34.6107327","31.7016163",node/2377062988,,"7928900",,,
"34.6109083","31.7017586",node/2377062989,,"7928900",,,
"34.6120492","31.7015838",node/2377062990,,"7928900",,,
"34.6124278","31.7005061",node/2377062991,,"7928900",,,
"34.6121654","31.7014653",node/2377062992,,"7928900",,,
"34.6114095","31.7012305",node/2377062993,,"7928900",,,
"34.6132343","31.7045198",node/2377092731,,"7928900",,,
"34.6120045","31.7034022",node/2377092732,,"7928900",,,
"34.6121553","31.7033379",node/2377092733,,"7928900",,,
"34.6123519","31.70326",node/2377092734,,"7928900",,,
"34.6124938","31.7031963",node/2377092735,,"7928900",,,
"34.6116655","31.7035408",node/2377092736,,"7928900",,,
"34.6127737","31.7030734",node/2377092737,,"7928900",,,
"34.6126961","31.702976",node/2377092738,,"7928900",,,
"34.612049","31.7043407",node/2377092739,,"7928900",,,
"34.6129239","31.7046536",node/2377092740,,"7928900",,,
"34.6129397","31.7033294",node/2377092743,,"7928900",,,
"34.6127824","31.7047058",node/2377092747,,"7928900",,,
"34.6120688","31.7040147",node/2377092750,,"7928900",,,
"34.6113618","31.7036132",node/2377092754,,"7928900",,,
"34.6124852","31.7047225",node/2377092757,,"7928900",,,
"34.6123431","31.7046645",node/2377092760,,"7928900",,,
"34.6134258","31.7040996",node/2377092764,,"7928900",,,
"34.6116201","31.7038435",node/2377092767,,"7928900",,,
"34.6118412","31.7040877",node/2377092771,,"7928900",,,
"34.6134421","31.7041943",node/2377092774,,"7928900",,,
"34.6132057","31.7042513",node/2377092778,,"7928900",,,
"34.6134221","31.7043336",node/2377092781,,"7928900",,,
"34.6129288","31.7037315",node/2377092784,,"7928900",,,
"34.6126902","31.7033821",node/2377092788,,"7928900",,,
"34.6128537","31.7036145",node/2377092791,,"7928900",,,
"34.6124864","31.7034143",node/2377092795,,"7928900",,,
"34.6133604","31.7044208",node/2377092798,,"7928900",,,
"34.6123131","31.7034861",node/2377092802,,"7928900",,,
"34.612176","31.7035411",node/2377092805,,"7928900",,,
"34.6127722","31.7044958",node/2377092809,,"7928900",,,
"34.6130232","31.7043912",node/2377092812,,"7928900",,,
"34.6118031","31.703484",node/2377092815,,"7928900",,,
"34.6131242","31.7040363",node/2377092818,,"7928900",,,
"34.6114766","31.7037091",node/2377092821,,"7928900",,,
"34.6132777","31.7038567",node/2377092824,,"7928900",,,
"34.6130539","31.7039315",node/2377092828,,"7928900",,,
"34.6130911","31.7045778",node/2377092831,,"7928900",,,
"34.611934","31.7041941",node/2377092835,,"7928900",,,
"34.6133386","31.7039639",node/2377092838,,"7928900",,,
"34.6117167","31.7039456",node/2377092842,,"7928900",,,
"34.6120004","31.7036179",node/2377092845,,"7928900",,,
"34.6118236","31.7037065",node/2377092849,,"7928900",,,
"34.6121524","31.7041142",node/2377092852,,"7928900",,,
"34.6122659","31.7042567",node/2377092853,,"7928900",,,
"34.6123474","31.7043571",node/2377092854,,"7928900",,,
"34.6125614","31.7045359",node/2377092855,,"7928900",,,
"34.6122484","31.7045841",node/2377092856,,"7928900",,,
"34.6130305","31.7034737",node/2377092857,,"7928900",,,
"34.6121394","31.7044457",node/2377092858,,"7928900",,,
"34.6126159","31.7047345",node/2377092859,,"7928900",,,
"34.6128602","31.7032109",node/2377092860,,"7928900",,,
"34.6127315","31.7037202",node/2377092861,,"7928900",,,
"35.0817647","32.824728",node/2380708938,קרית ביאליק,"2703124",עיריית קרית ביאליק,Qiryat Bialik Town Hall,עיריית קרית ביאליק
"35.2312825","31.7854656",node/2396187859,,"91540",Educational Bookshop,Educational Bookshop,
"35.3007135","32.4645505",node/2398203288,,"+970597011002",ابرة وخيط2,,
"35.2017338","31.9046004",node/2408772124,Ramallah,"02",ProVision,ProVision,
"35.6200951","33.2191724",node/2409143706,הגושרים,"1222500",,,
"35.161593","31.7820053",node/2417430526,,"90815",קפה דרך הגפן,Derech Hagefen Caffe,קפה דרך הגפן
"35.6257032","33.2223098",node/2443308116,הגושרים,"1222500",אלונית,Alonit,אלונית
"34.4559502","31.5053564",node/2471791647,الصبرة,"00972","شركة اخوان اسليم للتجارة العامة "" ادوات صحية ، سيراميك بورسولان """,,
"34.4565747","31.5059889",node/2471795625,الصبرة,"00972",شركة ارجان اروى للصناعات وتعبئة المشروبات,,
"34.6161145","31.7021836",node/2479998021,,"7928900",,,
"34.6152986","31.7021456",node/2479998023,,"7928900",,,
"34.6146589","31.7022393",node/2479998025,,"7928900",,,
"34.6160455","31.7030001",node/2479998027,,"7928900",,,
"34.6144535","31.7033341",node/2479998029,,"7928900",,,
